lalvoterid,zip,age,gender,religion,ethnicity
LALDC174910893,20007,72,M,Protestant,European
LALDC174912475,20007,39,M,Catholic,Other
LALDC174914898,20005,55,M,,European
LALDC174915427,20019,80,F,Protestant,Likely African-American
LALDC174916747,20016,51,M,,European
LALDC174920541,20009,33,F,,European
LALDC174930320,20011,36,F,Protestant,Likely African-American
LALDC174930875,20024,63,M,Protestant,Likely African-American
LALDC174934130,20009,46,M,Catholic,European
LALDC174937675,20012,32,,Christian,
LALDC174941335,20009,51,M,,European
LALDC174955666,20008,39,M,,European
LALDC174959377,20008,64,F,,Other
LALDC174960181,20009,53,F,Protestant,Likely African-American
LALDC174961705,20001,46,M,Protestant,Likely African-American
LALDC174964654,20005,45,F,,
LALDC174965931,20008,31,M,,Hispanic and Portuguese
LALDC174971292,20009,37,M,,European
LALDC174972704,20009,41,M,,European
LALDC174974330,20017,39,M,Protestant,Likely African-American
LALDC174987606,20008,73,F,Jewish,
LALDC174989329,20024,37,F,,European
LALDC174999124,20017,48,F,,Other
LALDC174999280,20032,39,F,Protestant,Likely African-American
LALDC175000252,20016,40,F,,European
LALDC175002077,20002,32,F,,Likely African-American
LALDC175023875,20008,41,F,,East and South Asian
LALDC175024947,20019,43,M,,Likely African-American
LALDC175029089,20009,63,M,,Hispanic and Portuguese
LALDC175033938,20012,29,F,,Likely African-American
LALDC175035632,20010,45,F,,
LALDC175035976,20018,46,F,,Likely African-American
LALDC175041571,20020,39,F,,Likely African-American
LALDC175043898,20020,63,M,Protestant,Likely African-American
LALDC175044579,20011,40,F,,Hispanic and Portuguese
LALDC175047748,20019,54,F,,Likely African-American
LALDC175056396,20016,61,F,Jewish,European
LALDC175064667,20018,61,M,,Likely African-American
LALDC175065910,20002,79,F,Protestant,Likely African-American
LALDC409297406,20017,44,F,,Likely African-American
LALDC409297758,20019,78,F,,Likely African-American
LALDC409298050,20015,33,M,,European
LALDC409303170,20019,62,M,Protestant,Likely African-American
LALDC409304473,20008,81,F,,Other
LALDC409305148,20002,31,M,,Likely African-American
LALDC409305639,20020,30,F,,Likely African-American
LALDC409309736,20009,33,F,,
LALDC409312212,20019,31,F,,Likely African-American
LALDC409312948,20032,52,M,,Likely African-American
LALDC409317834,20008,55,M,Jewish,
LALDC409319253,20016,57,M,Jewish,
LALDC409319885,20002,40,M,,Hispanic and Portuguese
LALDC409320228,20052,30,F,,
LALDC409323693,20020,47,M,,Likely African-American
LALDC409325683,20017,94,F,,Likely African-American
LALDC409328441,20011,58,F,,Hispanic and Portuguese
LALDC409332299,20020,34,F,,Likely African-American
LALDC409334834,20001,84,M,Protestant,European
LALDC409343729,20001,34,F,,European
LALDC409345645,20011,35,M,,Likely African-American
LALDC409346833,20019,27,F,,Likely African-American
LALDC440794576,20009,34,M,,Likely African-American
LALDC440794873,20007,32,M,,European
LALDC440796846,20009,42,F,,Other
LALDC440798183,20001,39,M,,European
LALDC455562233,20010,31,M,,Likely African-American
LALDC455562734,20010,42,F,,European
LALDC455564127,20009,52,M,,Other
LALDC455568965,20017,68,F,,Likely African-American
LALDC455571178,20032,51,F,,Likely African-American
LALDC455571589,20020,57,M,,Likely African-American
LALDC455576095,20019,39,F,Protestant,Likely African-American
LALDC455578152,20024,47,F,,Likely African-American
LALDC455581038,20002,44,M,,Likely African-American
LALDC174827026,20012,59,F,Protestant,Likely African-American
LALDC174827189,20032,58,M,Protestant,Likely African-American
LALDC174837920,20009,76,M,Buddhist,East and South Asian
LALDC174838556,20032,92,F,Protestant,Likely African-American
LALDC174838830,20016,46,M,Jewish,
LALDC174852661,20003,49,,,Other
LALDC174856434,20016,43,M,Jewish,
LALDC174858212,20002,39,F,Catholic,Hispanic and Portuguese
LALDC174860554,20016,46,M,,European
LALDC174872889,20002,56,F,Protestant,Likely African-American
LALDC174873890,20019,38,M,,Likely African-American
LALDC174874745,20024,89,F,,European
LALDC174875876,20010,72,F,,Hispanic and Portuguese
LALDC174875923,20001,52,M,Catholic,Hispanic and Portuguese
LALDC174876458,20011,43,M,Protestant,Likely African-American
LALDC174878896,20011,40,F,Protestant,European
LALDC174882057,20018,50,M,,Likely African-American
LALDC174883176,20010,50,M,,European
LALDC174890684,20011,42,,,Hispanic and Portuguese
LALDC174891782,20008,43,F,Buddhist,East and South Asian
LALDC174892074,20011,40,F,Protestant,Likely African-American
LALDC174895381,20011,47,M,,Hispanic and Portuguese
LALDC174898983,20015,42,F,,European
LALDC174899624,20002,45,F,,European
LALDC174899983,20020,41,M,,Likely African-American
LALDC174901906,20002,37,M,Catholic,European
LALDC174903908,20002,34,F,,Likely African-American
LALDC174908151,20011,57,F,Protestant,Likely African-American
LALDC174908646,20019,57,F,Protestant,Likely African-American
LALDC174909537,20009,41,F,,East and South Asian
LALDC174909994,20009,70,M,Protestant,Likely African-American
LALDC174919060,20015,72,M,,Likely African-American
LALDC174919780,20010,51,M,Protestant,Likely African-American
LALDC174921293,20001,66,F,,Hispanic and Portuguese
LALDC174931844,20002,68,F,Protestant,European
LALDC174934909,20002,56,F,,Likely African-American
LALDC174939204,20019,70,M,,Likely African-American
LALDC174941043,20001,85,M,,
LALDC174942273,20018,60,M,Protestant,Likely African-American
LALDC174942390,20002,62,F,,European
LALDC174947127,20020,43,M,,Likely African-American
LALDC174950428,20011,58,F,Islamic,Likely African-American
LALDC174952901,20011,54,M,,Likely African-American
LALDC174958623,20009,85,M,Catholic,Hispanic and Portuguese
LALDC174959770,20009,36,M,,Hispanic and Portuguese
LALDC174961698,20009,80,M,Catholic,European
LALDC174963682,20015,41,M,Jewish,European
LALDC174965626,20008,42,F,Protestant,European
LALDC174968379,20001,40,F,Catholic,European
LALDC174972799,20002,58,F,Protestant,Likely African-American
LALDC174974412,20020,30,M,,Likely African-American
LALDC174975175,20019,65,F,,Likely African-American
LALDC174984166,20010,63,F,Catholic,Hispanic and Portuguese
LALDC174988192,20019,32,M,,European
LALDC174988734,20016,50,F,,
LALDC174990187,20001,35,M,,European
LALDC174991203,20001,39,M,,East and South Asian
LALDC174992031,20019,45,F,,Likely African-American
LALDC175003166,20002,52,M,,Likely African-American
LALDC175004039,20037,43,F,,European
LALDC175011616,20009,81,M,,Hispanic and Portuguese
LALDC175016239,20002,45,M,Catholic,Hispanic and Portuguese
LALDC175024801,20015,42,F,,European
LALDC175030867,20002,35,F,,European
LALDC175038393,20012,32,M,,Likely African-American
LALDC175040703,20010,53,F,,Hispanic and Portuguese
LALDC175043891,20008,28,M,,
LALDC175046007,20003,57,F,,European
LALDC175049818,20011,28,M,,Likely African-American
LALDC175050777,20024,35,F,,Likely African-American
LALDC175053190,20002,35,M,,European
LALDC175055129,20012,62,F,,Likely African-American
LALDC175056132,20016,51,F,Protestant,Hispanic and Portuguese
LALDC409297709,20019,56,F,,Likely African-American
LALDC409299415,20020,49,F,,Likely African-American
LALDC409302289,20011,54,F,,Likely African-American
LALDC409307853,20015,33,F,,
LALDC409338907,20017,55,M,,European
LALDC409339960,20017,64,F,,Hispanic and Portuguese
LALDC409340282,20008,72,M,Protestant,European
LALDC430628502,20020,29,F,,Likely African-American
LALDC430634070,20020,37,M,,Likely African-American
LALDC430634626,20032,27,F,,Likely African-American
LALDC440794632,20032,58,F,,Likely African-American
LALDC440796027,20007,60,F,Protestant,European
LALDC455567209,20003,38,M,,European
LALDC455572600,20010,31,F,,European
LALDC455573731,20032,72,M,,Likely African-American
LALDC455578768,20011,76,M,,Likely African-American
LALDC455583608,20011,30,M,,Likely African-American
LALDC455588264,20016,64,F,,Hispanic and Portuguese
LALDC455589703,20001,44,M,,
LALDC471472358,20019,42,,,Likely African-American
LALDC471473838,20015,44,M,,European
LALDC471475273,20020,37,M,,Likely African-American
LALDC471478047,20015,42,F,,East and South Asian
LALDC475449443,20012,41,F,,European
LALDC475450435,20011,35,F,Lutheran,European
LALDC475454789,20001,69,M,,European
LALDC486512718,20009,30,F,,European
LALDC486532166,20008,57,M,,European
LALDC505985169,20020,61,F,,European
LALDC505985178,20009,43,F,,East and South Asian
LALDC505990115,20017,51,F,,Likely African-American
LALDC505994321,20007,52,M,Jewish,European
LALDC505996766,20003,35,M,,European
LALDC505998678,20002,32,F,,European
LALDC505999422,20018,26,F,,Likely African-American
LALDC505999844,20020,32,M,,Likely African-American
LALDC506005450,20020,44,M,,Hispanic and Portuguese
LALDC506005997,20008,32,F,,European
LALDC506008166,20002,59,M,,European
LALDC506019790,20009,49,F,Jewish,
LALDC506021565,20002,30,F,,European
LALDC506022499,20024,43,M,,Likely African-American
LALDC506023133,20011,31,F,,Likely African-American
LALDC506025588,20001,32,M,,European
LALDC506026042,20020,26,M,,Likely African-American
LALDC506029723,20024,27,M,,Likely African-American
LALDC519085153,20008,39,M,Jewish,European
LALDC519087906,20019,32,F,,Likely African-American
LALDC519088241,20011,28,F,Jewish,
LALDC519090133,20002,38,F,,European
LALDC519094925,20019,23,M,,Likely African-American
LALDC519094997,20005,42,F,,Other
LALDC537039668,20007,68,M,,European
LALDC537040399,20011,48,F,Eastern Orthodox,Other
LALDC537043929,20002,28,F,,European
LALDC537044017,20001,51,M,,European
LALDC537046386,20015,57,F,,European
LALDC537050971,20019,60,F,,Likely African-American
LALDC537052636,20011,45,M,,European
LALDC537055568,20017,39,F,,Likely African-American
LALDC537055704,20003,33,F,,Likely African-American
LALDC537055913,20018,64,M,,Likely African-American
LALDC537056810,20011,56,M,,Likely African-American
LALDC548080308,20002,33,M,,
LALDC548083634,20015,59,F,,East and South Asian
LALDC548085012,20020,48,F,,Likely African-American
LALDC548087332,20002,33,F,,Likely African-American
LALDC548087885,20001,33,F,,European
LALDC548088878,20001,41,F,,European
LALDC548089200,20032,93,M,,Likely African-American
LALDC548089952,20001,33,M,,
LALDC548091573,20010,77,F,,Likely African-American
LALDC548093394,20019,26,F,,Likely African-American
LALDC548096885,20005,31,F,,European
LALDC548098203,20002,74,M,,Likely African-American
LALDC548098208,20011,25,F,,Likely African-American
LALDC551181441,20011,71,F,Protestant,Likely African-American
LALDC551181992,20032,54,F,Protestant,Likely African-American
LALDC551184077,20011,36,M,,European
LALDC551188216,20010,32,M,,Hispanic and Portuguese
LALDC551188278,20009,36,M,,European
LALDC551189474,20019,31,M,,Likely African-American
LALDC551192443,20001,34,M,,European
LALDC551194682,20018,36,M,,Likely African-American
LALDC551198061,20019,51,M,,Likely African-American
LALDC551198680,20001,32,M,,Hispanic and Portuguese
LALDC551204872,20010,32,M,,European
LALDC551206452,20001,61,F,,Hispanic and Portuguese
LALDC551206669,20005,44,F,,Likely African-American
LALDC551208508,20011,47,F,,Likely African-American
LALDC551208840,20011,22,M,,Hispanic and Portuguese
LALDC551211005,20002,66,F,,Likely African-American
LALDC563350698,20032,27,F,,Likely African-American
LALDC563354445,20018,42,F,,Likely African-American
LALDC563357932,20015,32,M,,European
LALDC582457133,20012,72,F,,Likely African-American
LALDC582460011,20009,47,F,,
LALDC582461055,20032,45,M,,Likely African-American
LALDC582461643,20032,31,F,,Likely African-American
LALDC582462451,20010,72,F,Catholic,Hispanic and Portuguese
LALDC582464615,20017,58,F,,European
LALDC582465784,20011,49,M,,
LALDC582468920,20009,33,M,,European
LALDC582470384,20002,47,F,Jewish,
LALDC582471430,20003,22,F,,Likely African-American
LALDC582472213,20016,91,F,,European
LALDC582472451,20010,33,M,,European
LALDC582472508,20001,36,F,Jewish,European
LALDC582473202,20024,27,F,,European
LALDC582475330,20009,26,F,,Likely African-American
LALDC582479583,20003,31,M,,European
LALDC593255589,20020,36,F,Jewish,European
LALDC596416658,20008,69,M,,Other
LALDC596420612,20020,47,F,,Likely African-American
LALDC596420772,20005,49,M,,European
LALDC596421462,20011,33,F,,Likely African-American
LALDC596421466,20019,69,F,,Likely African-American
LALDC596421532,20019,42,M,,Hispanic and Portuguese
LALDC611053053,20005,32,,,East and South Asian
LALDC611055317,20007,39,F,,European
LALDC611057166,20003,42,M,,
LALDC611058331,20002,38,M,,Hispanic and Portuguese
LALDC611058398,20001,28,M,,East and South Asian
LALDC611061719,20002,72,F,,Likely African-American
LALDC611062523,20002,29,F,Jewish,
LALDC611063054,20001,47,M,,European
LALDC611064226,20011,52,,,Likely African-American
LALDC611064897,20005,27,F,,Hispanic and Portuguese
LALDC611067713,20011,57,F,,Hispanic and Portuguese
LALDC611070251,20017,41,M,Jewish,
LALDC611070405,20011,29,M,,Likely African-American
LALDC611070724,20009,57,M,,European
LALDC611070989,20003,36,F,,European
LALDC611070997,20015,61,M,,
LALDC611074044,20003,21,F,,European
LALDC611077708,20019,43,M,,Likely African-American
LALDC630228048,20011,43,F,,European
LALDC630229720,20002,28,M,,European
LALDC630229979,20019,23,M,,Likely African-American
LALDC630230634,20001,27,M,,European
LALDC630232598,20007,55,F,,East and South Asian
LALDC630232660,20008,36,M,Jewish,
LALDC630233561,20002,32,M,,European
LALDC630235661,20019,52,F,,Likely African-American
LALDC630237558,20016,40,F,,Likely African-American
LALDC641950578,20003,24,M,,European
LALDC641950952,20001,55,M,,European
LALDC641951659,20008,31,M,,European
LALDC641953310,20003,52,F,Protestant,European
LALDC641953598,20008,31,M,,European
LALDC641955255,20017,35,F,,European
LALDC641955536,20003,39,M,,Likely African-American
LALDC641955668,20002,46,M,,Likely African-American
LALDC641958818,20018,39,F,,European
LALDC641959302,20002,38,F,,European
LALDC641959704,20008,46,M,,Hispanic and Portuguese
LALDC641961242,20009,36,F,,European
LALDC641962906,20011,74,F,,Likely African-American
LALDC641963493,20037,34,F,,European
LALDC641965128,20032,43,F,,Likely African-American
LALDC641965770,20019,62,M,,Likely African-American
LALDC455581609,20009,37,M,,
LALDC455586080,20009,35,F,,European
LALDC455589192,20024,83,M,,Likely African-American
LALDC471476502,20002,38,F,,European
LALDC475450618,20007,45,M,,European
LALDC475450923,20002,35,M,,European
LALDC475455616,20002,64,M,,
LALDC486526870,20019,24,F,,Likely African-American
LALDC505984605,20010,63,F,,Other
LALDC505987518,20001,76,M,,Likely African-American
LALDC505990190,20002,31,F,Jewish,
LALDC505992971,20003,25,M,,Likely African-American
LALDC505994150,20012,39,M,Jewish,
LALDC505995567,20001,41,M,,European
LALDC505997333,20001,26,F,,Likely African-American
LALDC506007381,20015,42,M,Jewish,
LALDC506010458,20002,33,F,,Likely African-American
LALDC506010965,20016,53,F,Catholic,European
LALDC506017377,20009,40,M,,European
LALDC506018056,20003,60,M,,European
LALDC506018146,20002,29,M,,Hispanic and Portuguese
LALDC506019044,20008,39,M,,
LALDC506019200,20020,74,F,,Likely African-American
LALDC506019426,20007,52,M,,European
LALDC506019622,20007,45,F,,European
LALDC506020988,20011,33,F,,Likely African-American
LALDC506024156,20032,24,M,,Likely African-American
LALDC506025941,20016,39,F,,European
LALDC506026012,20011,56,F,,Likely African-American
LALDC506026975,20032,71,F,,Likely African-American
LALDC506027251,20002,37,M,,European
LALDC506029378,20032,48,F,,Likely African-American
LALDC506030352,20010,30,M,,East and South Asian
LALDC506030827,20002,55,F,,Likely African-American
LALDC519085967,20019,52,,,Likely African-American
